idx	pmid	cancer_name_from_study	cohortsize	cancer_class	gene	ensemblid	mutation_type	element	num_of_mutations	mutatedsamplesize	somatic	germline	evidencetype	evidencemethod	adult_cancer	project_code	data_source_url	cancer_category	primary_site	cancer_full_name	solid_tumor	cancertype	project_source	first_author_first_name	first_author_last_name	journal_name	year	cosmic
796	27311963	DLBC	48	primary	GABRA2	ENSG00000151834	SNV	3UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Lymphoma	Lymphoid	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	liquid	DLBC	TCGA	Loris	Mularoni	Genome Biology	2016	No
706	27311963	DLBC	48	primary	DDX3X	ENSG00000215301	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Lymphoma	Lymphoid	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	liquid	DLBC	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
779	27311963	MD	100	primary	DGKB	ENSG00000136267	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Medullablastoma	solid	MB	TCGA	Loris	Mularoni	Genome Biology	2016	No
778	27311963	MD	100	primary	PRKCZ	ENSG00000067606	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Medullablastoma	solid	MB	TCGA	Loris	Mularoni	Genome Biology	2016	No
711	27311963	MD	100	primary	KDM6A	ENSG00000147050	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Medullablastoma	solid	MB	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
714	27311963	STAD	100	primary	PROZ	ENSG00000126231	SNV	splice site	NA	9	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Stomach	Stomach Adenocarcinoma	solid	STAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
715	27311963	STAD	100	primary	CR1	ENSG00000203710	SNV	splice site	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Stomach	Stomach Adenocarcinoma	solid	STAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
803	27311963	STAD	100	primary	API5	ENSG00000166181	SNV	3UTR	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Stomach	Stomach Adenocarcinoma	solid	STAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
713	27311963	STAD	100	primary	TP53	ENSG00000141510	SNV	splice site	NA	7	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Stomach	Stomach Adenocarcinoma	solid	STAD	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
717	27311963	STAD	100	primary	RINL	ENSG00000187994	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Stomach	Stomach Adenocarcinoma	solid	STAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
802	27311963	STAD	100	primary	CHAF1B	ENSG00000159259	SNV	3UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Stomach	Stomach Adenocarcinoma	solid	STAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
716	27311963	STAD	100	primary	RPIA	ENSG00000153574	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Stomach	Stomach Adenocarcinoma	solid	STAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
566	27311963	PanCancer	505	primary	RALY	ENSG00000125970	SNV	promoter	NA	10	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
564	27311963	PanCancer	505	primary	PHYHD1	ENSG00000175287	SNV	promoter	NA	10	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
565	27311963	PanCancer	505	primary	SLC35G2	ENSG00000168917	SNV	promoter	NA	5	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
735	27311963	PanCancer	505	primary	MED31	ENSG00000108590	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
736	27311963	PanCancer	505	primary	CDC37L1	ENSG00000106993	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
697	27311963	PanCancer	505	primary	GSK3A	ENSG00000105723	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
734	27311963	PanCancer	505	primary	TBC1D12	ENSG00000108239	SNV	5UTR	NA	5	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
699	27311963	PanCancer	505	primary	RABEPK	ENSG00000136933	SNV	promoter	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
740	27311963	PanCancer	505	primary	TAF11	ENSG00000064995	SNV	5UTR	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
741	27311963	PanCancer	505	primary	EXOC7	ENSG00000182473	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
698	27311963	PanCancer	505	primary	KLHL17	ENSG00000187961	SNV	promoter	NA	7	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
743	27311963	PanCancer	505	primary	UMPS	ENSG00000114491	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
744	27311963	PanCancer	505	primary	SI	ENSG00000090402	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
745	27311963	PanCancer	505	primary	TMEM210	ENSG00000185863	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
558	27311963	PanCancer	505	primary	ARHGEF18	ENSG00000104880	SNV	promoter	NA	21	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
559	27311963	PanCancer	505	primary	ALYREF	ENSG00000183684	SNV	promoter	NA	8	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
560	27311963	PanCancer	505	primary	TERT	ENSG00000164362	SNV	promoter	NA	70	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	Yes
561	27311963	PanCancer	505	primary	POLR2D	ENSG00000144231	SNV	promoter	NA	9	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
562	27311963	PanCancer	505	primary	MRPS31	ENSG00000102738	SNV	promoter	NA	10	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
737	27311963	PanCancer	505	primary	NDEL1	ENSG00000166579	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
712	27311963	PanCancer	505	primary	OR2F2	ENSG00000221910	SNV	promoter	NA	18	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
726	27311963	PanCancer	505	primary	IQGAP1	ENSG00000140575	SNV	promoter	NA	13	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
727	27311963	PanCancer	505	primary	TP53	ENSG00000141510	SNV	splice site	NA	16	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	Yes
728	27311963	PanCancer	505	primary	NF1	ENSG00000196712	SNV	splice site	NA	15	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	Yes
729	27311963	PanCancer	505	primary	STK11	ENSG00000118046	SNV	splice site	NA	6	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	Yes
730	27311963	PanCancer	505	primary	C16orf59	ENSG00000162062	SNV	5UTR	NA	8	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
557	27311963	PanCancer	505	primary	SYF2	ENSG00000117614	SNV	promoter	NA	9	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
732	27311963	PanCancer	505	primary	C1orf159	ENSG00000131591	SNV	5UTR	NA	10	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
733	27311963	PanCancer	505	primary	WDR74	ENSG00000133316	SNV	5UTR	NA	7	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
800	27311963	PanCancer	505	primary	PES1	ENSG00000100029	SNV	5UTR	NA	7	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
801	27311963	PanCancer	505	primary	BORA	ENSG00000136122	SNV	3UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
806	27311963	PanCancer	505	primary	CHAF1B	ENSG00000159259	SNV	3UTR	NA	5	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
785	27311963	PanCancer	505	primary	MRPS33	ENSG00000090263	SNV	5UTR	NA	5	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
563	27311963	PanCancer	505	primary	AP003733.1	ENSG00000269089	SNV	promoter	NA	12	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
739	27311963	PanCancer	505	primary	CD2BP2	ENSG00000169217	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
731	27311963	PanCancer	505	primary	ZNF558	ENSG00000167785	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
784	27311963	PanCancer	505	primary	NR1D2	ENSG00000174738	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
742	27311963	PanCancer	505	primary	SULT2B1	ENSG00000088002	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
567	27311963	PanCancer	505	primary	C16orf13	ENSG00000130731	SNV	promoter	NA	7	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
799	27311963	PanCancer	505	primary	FAM115A	ENSG00000198420	SNV	5UTR	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
571	27311963	PanCancer	505	primary	FTH1	ENSG00000167996	SNV	promoter	NA	11	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
569	27311963	PanCancer	505	primary	TOR1B	ENSG00000136816	SNV	promoter	NA	9	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
738	27311963	PanCancer	505	primary	UBE2J2	ENSG00000160087	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
568	27311963	PanCancer	505	primary	DNAJC28	ENSG00000177692	SNV	promoter	NA	7	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
808	27311963	PanCancer	505	primary	MIAT	ENSG00000225783	SNV	lncRNA	NA	20	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
570	27311963	PanCancer	505	primary	TRMT10C	ENSG00000174173	SNV	promoter	NA	13	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Loris	Mularoni	Genome Biology	2016	No
542	27311963	BLCA	21	primary	TERT	ENSG00000164362	SNV	promoter	NA	11	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
543	27311963	BLCA	21	primary	MACROD2	ENSG00000172264	SNV	promoter	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
544	27311963	BLCA	21	primary	C16orf13	ENSG00000130731	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
719	27311963	BLCA	21	primary	WDR74	ENSG00000133316	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
720	27311963	BLCA	21	primary	C1orf159	ENSG00000131591	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
721	27311963	BLCA	21	primary	LEPROTL1	ENSG00000104660	SNV	5UTR	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
722	27311963	BLCA	21	primary	GALNTL6	ENSG00000174473	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
723	27311963	BLCA	21	primary	CLIC5	ENSG00000112782	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
718	27311963	BLCA	21	primary	TBC1D12	ENSG00000108239	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
780	27311963	BRCA	96	primary	VAMP4	ENSG00000117533	SNV	3UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Breast	Breast Invasive Carcinoma	solid	BRCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
781	27311963	BRCA	96	primary	TMPRSS4	ENSG00000137648	SNV	3UTR	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Breast	Breast Invasive Carcinoma	solid	BRCA	TCGA	Loris	Mularoni	Genome Biology	2016	No
804	27311963	CRC	42	primary	MIAT	ENSG00000225783	SNV	lncRNA	NA	6	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Bowel	Colon Adenocarcinoma	solid	COAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
688	27311963	GBM	27	primary	TP53	ENSG00000141510	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Glioblastoma Multiforme	solid	GBM	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
545	27311963	GBM	27	primary	TERT	ENSG00000164362	SNV	promoter	NA	16	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Glioblastoma Multiforme	solid	GBM	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
725	27311963	HNSC	27	primary	CALCB	ENSG00000175868	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Head and Neck	Head and Neck Squamous Cell Carcinoma	solid	HNSC	TCGA	Loris	Mularoni	Genome Biology	2016	No
724	27311963	HNSC	27	primary	ZC4H2	ENSG00000126970	SNV	5UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Head and Neck	Head and Neck Squamous Cell Carcinoma	solid	HNSC	TCGA	Loris	Mularoni	Genome Biology	2016	No
689	27311963	KIRC	29	primary	PBRM1	ENSG00000163939	SNV	splice site	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
690	27311963	KIRC	29	primary	SEMA6A	ENSG00000092421	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	TCGA	Loris	Mularoni	Genome Biology	2016	No
546	27311963	KIRC	29	primary	TMBIM6	ENSG00000139644	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	TCGA	Loris	Mularoni	Genome Biology	2016	No
782	27311963	KIRC	29	primary	MBOAT2	ENSG00000143797	SNV	3UTR	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	TCGA	Loris	Mularoni	Genome Biology	2016	No
805	27311963	KIRC	29	primary	MALAT1	ENSG00000251562	SNV	lncRNA	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	TCGA	Loris	Mularoni	Genome Biology	2016	No
548	27311963	LGG	18	primary	TERT	ENSG00000164362	SNV	promoter	NA	11	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
551	27311963	LGG	18	primary	PRSS3	ENSG00000010438	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	No
547	27311963	LGG	18	primary	QPRT	ENSG00000103485	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	No
549	27311963	LGG	18	primary	SPN	ENSG00000197471	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	No
550	27311963	LGG	18	primary	CECR6	ENSG00000183307	SNV	promoter	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	No
693	27311963	LGG	18	primary	NBPF8	ENSG00000162825	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	No
691	27311963	LGG	18	primary	FUBP1	ENSG00000162613	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
692	27311963	LGG	18	primary	MTG2	ENSG00000101181	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Brain	Lower Grade Glioma	solid	LGG	TCGA	Loris	Mularoni	Genome Biology	2016	No
695	27311963	LUAD	46	primary	PCDH15	ENSG00000150275	SNV	splice site	NA	3	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
696	27311963	LUAD	46	primary	ATG4B	ENSG00000168397	SNV	splice site	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Loris	Mularoni	Genome Biology	2016	No
694	27311963	LUAD	46	primary	STK11	ENSG00000118046	SNV	splice site	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
783	27311963	LUSC	45	primary	ZNF677	ENSG00000197928	SNV	3UTR	NA	8	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	TCGA	Loris	Mularoni	Genome Biology	2016	No
589	27311963	SKCM	38	metastatic	C4orf32	ENSG00000174749	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
590	27311963	SKCM	38	metastatic	KCTD2	ENSG00000180901	SNV	promoter	NA	7	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
588	27311963	SKCM	38	metastatic	ICAM3	ENSG00000076662	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
594	27311963	SKCM	38	metastatic	MAP2K1	ENSG00000169032	SNV	promoter	NA	2	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	Yes
592	27311963	SKCM	38	metastatic	ZNF165	ENSG00000197279	SNV	promoter	NA	4	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
575	27311963	SKCM	38	metastatic	ARHGEF18	ENSG00000104880	SNV	promoter	NA	11	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
596	27311963	SKCM	38	metastatic	ZC3H18	ENSG00000158545	SNV	promoter	NA	5	Yes	No	computational prediction	oncodriveFML	adult	NA	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	TCGA	Loris	Mularoni	Genome Biology	2016	No
